target_drugs,uniprot_id,Organism
DB00537,Q12809,"Homo sapiens (Human)"
DB00537,P0AES4,"Escherichia coli (strain K12)"
DB00537,P0C1U9,"Staphylococcus aureus"
DB00537,Q59192,"Bacillus subtilis (strain 168)"
DB00537,P05653,"Bacillus subtilis (strain 168)"
DB00537,C3T8E2,"Escherichia coli"
DB00537,B4YQT9,"Mycobacterium tuberculosis"
DB00537,P20831,"Staphylococcus aureus"
DB00539,P03372,"Homo sapiens (Human)"
DB00540,P23975,"Homo sapiens (Human)"
DB00540,P31645,"Homo sapiens (Human)"
DB00540,P28223,"Homo sapiens (Human)"
DB00540,P08908,"Homo sapiens (Human)"
DB00540,P35367,"Homo sapiens (Human)"
DB00540,P35348,"Homo sapiens (Human)"
DB00540,P25100,"Homo sapiens (Human)"
DB00540,P11229,"Homo sapiens (Human)"
DB00540,P08172,"Homo sapiens (Human)"
DB00540,P20309,"Homo sapiens (Human)"
DB00540,P08173,"Homo sapiens (Human)"
DB00540,P08912,"Homo sapiens (Human)"
DB00540,P28335,"Homo sapiens (Human)"
DB00540,P50406,"Homo sapiens (Human)"
DB00540,P35368,"Homo sapiens (Human)"
DB00540,P08913,"Homo sapiens (Human)"
DB00540,P18089,"Homo sapiens (Human)"
DB00540,P18825,"Homo sapiens (Human)"
DB00540,P08588,"Homo sapiens (Human)"
DB00540,P07550,"Homo sapiens (Human)"
DB00540,P13945,"Homo sapiens (Human)"
DB00540,P14416,"Homo sapiens (Human)"
DB00540,O00264,"Homo sapiens (Human)"
DB00540,Q99720,"Homo sapiens (Human)"
DB00540,P08909,"Rattus norvegicus (Rat)"
DB00541,P07437,"Homo sapiens (Human)"
DB00541,P68366,"Homo sapiens (Human)"
DB00542,P12821,"Homo sapiens (Human)"
DB00543,P23975,"Homo sapiens (Human)"
DB00543,P31645,"Homo sapiens (Human)"
DB00543,P14416,"Homo sapiens (Human)"
DB00543,P21728,"Homo sapiens (Human)"
DB00543,P08913,"Homo sapiens (Human)"
DB00543,P35348,"Homo sapiens (Human)"
DB00543,P11229,"Homo sapiens (Human)"
DB00543,P14867,"Homo sapiens (Human)"
DB00543,P28223,"Homo sapiens (Human)"
DB00543,P28335,"Homo sapiens (Human)"
DB00543,P50406,"Homo sapiens (Human)"
DB00543,P34969,"Homo sapiens (Human)"
DB00543,P35462,"Homo sapiens (Human)"
DB00543,P21917,"Homo sapiens (Human)"
DB00543,P35367,"Homo sapiens (Human)"
DB00543,P35348,"Homo sapiens (Human)"
DB00543,P35368,"Homo sapiens (Human)"
DB00543,P25100,"Homo sapiens (Human)"
DB00543,P11229,"Homo sapiens (Human)"
DB00543,P08172,"Homo sapiens (Human)"
DB00543,P20309,"Homo sapiens (Human)"
DB00543,P08173,"Homo sapiens (Human)"
DB00543,P08912,"Homo sapiens (Human)"
DB00543,P41595,"Homo sapiens (Human)"
DB00543,P46098,"Homo sapiens (Human)"
DB00543,P08908,"Homo sapiens (Human)"
DB00543,P28222,"Homo sapiens (Human)"
DB00543,P08913,"Homo sapiens (Human)"
DB00543,P18089,"Homo sapiens (Human)"
DB00543,P18825,"Homo sapiens (Human)"
DB00543,Q9H3N8,"Homo sapiens (Human)"
DB00543,P14867,"Homo sapiens (Human)"
DB00543,P47869,"Homo sapiens (Human)"
DB00543,P34903,"Homo sapiens (Human)"
DB00543,P48169,"Homo sapiens (Human)"
DB00543,P31644,"Homo sapiens (Human)"
DB00543,Q16445,"Homo sapiens (Human)"
DB00543,P18505,"Homo sapiens (Human)"
DB00543,P47870,"Homo sapiens (Human)"
DB00543,P28472,"Homo sapiens (Human)"
DB00543,O14764,"Homo sapiens (Human)"
DB00543,P78334,"Homo sapiens (Human)"
DB00543,Q8N1C3,"Homo sapiens (Human)"
DB00543,P18507,"Homo sapiens (Human)"
DB00543,Q99928,"Homo sapiens (Human)"
DB00543,O00591,"Homo sapiens (Human)"
DB00543,Q9UN88,"Homo sapiens (Human)"
DB00543,Q01959,"Homo sapiens (Human)"
DB00544,P04818,"Homo sapiens (Human)"
DB00545,P22303,"Homo sapiens (Human)"
DB00545,P06276,"Homo sapiens (Human)"
DB00546,P14867,"Homo sapiens (Human)"
DB00546,P47869,"Homo sapiens (Human)"
DB00546,P34903,"Homo sapiens (Human)"
DB00546,P31644,"Homo sapiens (Human)"
DB00546,Q8N1C3,"Homo sapiens (Human)"
DB00546,P18507,"Homo sapiens (Human)"
DB00546,Q99928,"Homo sapiens (Human)"
DB00546,P18505,"Homo sapiens (Human)"
DB00546,P47870,"Homo sapiens (Human)"
DB00546,P28472,"Homo sapiens (Human)"
DB00546,O14764,"Homo sapiens (Human)"
DB00546,P78334,"Homo sapiens (Human)"
DB00546,O00591,"Homo sapiens (Human)"
DB00546,P24046,"Homo sapiens (Human)"
DB00546,P28476,"Homo sapiens (Human)"
DB00546,A8MPY1,"Homo sapiens (Human)"
DB00547,P04150,"Homo sapiens (Human)"
DB00548,P66010,"Staphylococcus aureus (strain Mu50 / ATCC 700699)"
DB00548,P51857,"Homo sapiens (Human)"
DB00548,P31213,"Homo sapiens (Human)"
DB00548,P14679,"Homo sapiens (Human)"
DB00548,P00582,"Escherichia coli (strain K12)"
DB00549,Q9Y271,"Homo sapiens (Human)"
DB00550,P07202,"Homo sapiens (Human)"
DB00551,P18314,"Enterobacter aerogenes (Aerobacter aerogenes)"
DB00551,P39900,"Homo sapiens (Human)"
DB00552,P00813,"Homo sapiens (Human)"
DB00554,P35354,"Homo sapiens (Human)"
DB00554,P23219,"Homo sapiens (Human)"
DB00555,Q99250,"Homo sapiens (Human)"
DB00557,P35367,"Homo sapiens (Human)"
DB00558,P06818,"Influenza A virus (strain A/Bangkok/1/1979 H3N2)"
DB00558,P27907,"Influenza B virus (strain B/Beijing/1/1987)"
DB00558,Q9Y3R4,"Homo sapiens (Human)"
DB00559,P25101,"Homo sapiens (Human)"
DB00559,P24530,"Homo sapiens (Human)"
DB00560,P0A7X3,"Escherichia coli (strain K12)"
DB00560,P0A7S3,"Escherichia coli (strain K12)"
DB00560,P0A7S9,"Escherichia coli (strain K12)"
DB00560,P0AG59,"Escherichia coli (strain K12)"
DB00560,P0A7U3,"Escherichia coli (strain K12)"
DB00561,O14649,"Homo sapiens (Human)"
DB00561,Q9NPC2,"Homo sapiens (Human)"
DB00562,P55017,"Homo sapiens (Human)"
DB00562,P00915,"Homo sapiens (Human)"
DB00562,P00918,"Homo sapiens (Human)"
DB00562,P22748,"Homo sapiens (Human)"
DB00562,Q16790,"Homo sapiens (Human)"
DB00562,O43570,"Homo sapiens (Human)"
DB00563,P00374,"Homo sapiens (Human)"
DB00564,Q14524,"Homo sapiens (Human)"
DB00565,Q15822,"Homo sapiens (Human)"
DB00567,Q75Y35,"Streptococcus pneumoniae"
DB00567,Q8DNB6,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00567,Q7CRA4,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00567,P0A3M6,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00567,Q8DR59,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00568,P35367,"Homo sapiens (Human)"
DB00568,Q13936,"Homo sapiens (Human)"
DB00568,Q01668,"Homo sapiens (Human)"
DB00568,O60840,"Homo sapiens (Human)"
DB00568,Q13698,"Homo sapiens (Human)"
DB00568,O43497,"Homo sapiens (Human)"
DB00568,O95180,"Homo sapiens (Human)"
DB00568,Q9P0X4,"Homo sapiens (Human)"
DB00568,P14416,"Homo sapiens (Human)"
DB00568,P21728,"Homo sapiens (Human)"
DB00568,P21918,"Homo sapiens (Human)"
DB00568,P11229,"Homo sapiens (Human)"
DB00568,P08172,"Homo sapiens (Human)"
DB00568,P20309,"Homo sapiens (Human)"
DB00568,P08173,"Homo sapiens (Human)"
DB00568,P08912,"Homo sapiens (Human)"
DB00569,P01008,"Homo sapiens (Human)"
DB00569,P00742,"Homo sapiens (Human)"
DB00570,Q71U36,"Homo sapiens (Human)"
DB00570,P07437,"Homo sapiens (Human)"
DB00570,Q9UJT1,"Homo sapiens (Human)"
DB00570,P23258,"Homo sapiens (Human)"
DB00570,Q9UJT0,"Homo sapiens (Human)"
DB00570,P05412,"Homo sapiens (Human)"
DB00571,P08588,"Homo sapiens (Human)"
DB00571,P07550,"Homo sapiens (Human)"
DB00571,P13945,"Homo sapiens (Human)"
DB00571,P08908,"Homo sapiens (Human)"
DB00571,P28222,"Homo sapiens (Human)"
DB00572,P11229,"Homo sapiens (Human)"
DB00572,P08172,"Homo sapiens (Human)"
DB00572,P20309,"Homo sapiens (Human)"
DB00572,P08173,"Homo sapiens (Human)"
DB00572,P08912,"Homo sapiens (Human)"
DB00573,P35354,"Homo sapiens (Human)"
DB00573,P23219,"Homo sapiens (Human)"
DB00574,P31645,"Homo sapiens (Human)"
DB00574,P41595,"Homo sapiens (Human)"
DB00574,P28335,"Homo sapiens (Human)"
DB00575,P08913,"Homo sapiens (Human)"
DB00575,P18089,"Homo sapiens (Human)"
DB00575,P18825,"Homo sapiens (Human)"
DB00575,P35348,"Homo sapiens (Human)"
DB00575,P35368,"Homo sapiens (Human)"
DB00575,P25100,"Homo sapiens (Human)"
DB00576,P0AC13,"Escherichia coli (strain K12)"
DB00577,P04293,"Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)"
DB00577,Q9QNF7,"Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1)"
DB00579,P23975,"Homo sapiens (Human)"
DB00579,Q01959,"Homo sapiens (Human)"
DB00579,P31645,"Homo sapiens (Human)"
DB00580,P35354,"Homo sapiens (Human)"
DB00581,P06864,"Escherichia coli (strain K12)"
DB00582,P10613,"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"
DB00583,Q9H015,"Homo sapiens (Human)"
DB00583,O76082,"Homo sapiens (Human)"
DB00583,P43155,"Homo sapiens (Human)"
DB00583,Q8N8R3,"Homo sapiens (Human)"
DB00583,O43772,"Homo sapiens (Human)"
DB00583,Q9UKG9,"Homo sapiens (Human)"
DB00583,P23786,"Homo sapiens (Human)"
DB00583,P50416,"Homo sapiens (Human)"
DB00583,P47989,"Homo sapiens (Human)"
DB00583,P23141,"Homo sapiens (Human)"
DB00583,P05164,"Homo sapiens (Human)"
DB00584,P12821,"Homo sapiens (Human)"
DB00585,P25021,"Homo sapiens (Human)"
DB00586,P35354,"Homo sapiens (Human)"
DB00586,P23219,"Homo sapiens (Human)"
DB00586,P09917,"Homo sapiens (Human)"
DB00586,P35499,"Homo sapiens (Human)"
DB00586,P78348,"Homo sapiens (Human)"
DB00586,O43526,"Homo sapiens (Human)"
DB00586,O43525,"Homo sapiens (Human)"
DB00586,P14555,"Homo sapiens (Human)"
DB00587,Q9Y271,"Homo sapiens (Human)"
DB00588,P04150,"Homo sapiens (Human)"
DB00588,P06401,"Homo sapiens (Human)"
DB00588,P47712,"Homo sapiens (Human)"
DB00588,P08235,"Homo sapiens (Human)"
DB00589,P14416,"Homo sapiens (Human)"
DB00589,P35462,"Homo sapiens (Human)"
DB00589,P21917,"Homo sapiens (Human)"
DB00589,P21728,"Homo sapiens (Human)"
DB00589,P21918,"Homo sapiens (Human)"
DB00589,P08908,"Homo sapiens (Human)"
DB00589,P28221,"Homo sapiens (Human)"
DB00589,P41595,"Homo sapiens (Human)"
DB00589,P28223,"Homo sapiens (Human)"
DB00589,P28335,"Homo sapiens (Human)"
DB00589,P28222,"Homo sapiens (Human)"
DB00589,P08913,"Homo sapiens (Human)"
DB00589,P18089,"Homo sapiens (Human)"
DB00589,P18825,"Homo sapiens (Human)"
DB00590,P35348,"Homo sapiens (Human)"
DB00590,P35368,"Homo sapiens (Human)"
DB00590,P25100,"Homo sapiens (Human)"
DB00590,Q12809,"Homo sapiens (Human)"
DB00590,Q9H252,"Homo sapiens (Human)"
DB00590,Q9NS40,"Homo sapiens (Human)"
DB00591,P04150,"Homo sapiens (Human)"
DB00592,P28472,"Homo sapiens (Human)"
DB00593,O43497,"Homo sapiens (Human)"
DB00594,P37088,"Homo sapiens (Human)"
DB00594,P51168,"Homo sapiens (Human)"
DB00594,P51170,"Homo sapiens (Human)"
DB00594,P51172,"Homo sapiens (Human)"
DB00594,P19801,"Homo sapiens (Human)"
DB00594,Q16515,"Homo sapiens (Human)"
DB00594,P78348,"Homo sapiens (Human)"
DB00594,P19634,"Homo sapiens (Human)"
DB00594,P00749,"Homo sapiens (Human)"
DB00595,P0A7X3,"Escherichia coli (strain K12)"
DB00595,P0A7V8,"Escherichia coli (strain K12)"
DB00596,P04150,"Homo sapiens (Human)"
DB00598,P08588,"Homo sapiens (Human)"
DB00598,P07550,"Homo sapiens (Human)"
DB00598,P35348,"Homo sapiens (Human)"
DB00598,P35368,"Homo sapiens (Human)"
DB00598,P25100,"Homo sapiens (Human)"
DB00599,P14867,"Homo sapiens (Human)"
DB00599,P47869,"Homo sapiens (Human)"
DB00599,P34903,"Homo sapiens (Human)"
DB00599,P48169,"Homo sapiens (Human)"
DB00599,P31644,"Homo sapiens (Human)"
DB00599,Q16445,"Homo sapiens (Human)"
DB00599,P43681,"Homo sapiens (Human)"
DB00599,P36544,"Homo sapiens (Human)"
DB00599,P42262,"Homo sapiens (Human)"
DB00599,Q13002,"Homo sapiens (Human)"
DB00599,O00519,"Homo sapiens (Human)"
DB00600,P14679,"Homo sapiens (Human)"
DB00602,O75311,"Homo sapiens (Human)"
DB00602,P28472,"Homo sapiens (Human)"
DB00603,P06401,"Homo sapiens (Human)"
DB00603,P03372,"Homo sapiens (Human)"
DB00604,Q13639,"Homo sapiens (Human)"
DB00604,P46098,"Homo sapiens (Human)"
DB00604,P28223,"Homo sapiens (Human)"
DB00604,Q12809,"Homo sapiens (Human)"
DB00605,P35354,"Homo sapiens (Human)"
DB00605,P23219,"Homo sapiens (Human)"
DB00605,P15121,"Homo sapiens (Human)"
DB00605,P27361,"Homo sapiens (Human)"
DB00605,Q03181,"Homo sapiens (Human)"
DB00605,Q9Y5Y4,"Homo sapiens (Human)"
DB00606,P54710,"Homo sapiens (Human)"
DB00606,P00915,"Homo sapiens (Human)"
DB00606,P00918,"Homo sapiens (Human)"
DB00606,P22748,"Homo sapiens (Human)"
DB00607,Q7CRA4,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00607,P0A3M6,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00607,Q8DNB6,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00607,Q75Y35,"Streptococcus pneumoniae"
DB00607,Q8DR59,"Streptococcus pneumoniae (strain ATCC BAA-255 / R6)"
DB00608,P09210,"Homo sapiens (Human)"
DB00608,P01375,"Homo sapiens (Human)"
DB00608,Q9NR96,"Homo sapiens (Human)"
DB00608,Q8MU52,"Plasmodium falciparum"
DB00609,P0A5Y6,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB00609,P0A5Y6,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB00609,Q08129,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB00609,Q08129,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB00610,P35348,"Homo sapiens (Human)"
DB00611,P41145,"Homo sapiens (Human)"
DB00611,P41143,"Homo sapiens (Human)"
DB00611,P35372,"Homo sapiens (Human)"
DB00612,P08588,"Homo sapiens (Human)"
DB00612,P07550,"Homo sapiens (Human)"
DB00613,P50135,"Homo sapiens (Human)"
DB00615,P0A7Z4,"Escherichia coli (strain K12)"
DB00615,P0A8V2,"Escherichia coli (strain K12)"
DB00615,P0A8T7,"Escherichia coli (strain K12)"
DB00615,P07900,"Homo sapiens (Human)"
DB00615,P14625,"Homo sapiens (Human)"
DB00616,P08473,"Homo sapiens (Human)"
DB00616,P12821,"Homo sapiens (Human)"
DB00617,Q9P0X4,"Homo sapiens (Human)"
DB00618,P0A7X3,"Escherichia coli (strain K12)"
DB00618,P0A7V8,"Escherichia coli (strain K12)"
DB00619,A9UF02,"Homo sapiens (Human)"
DB00619,P10721,"Homo sapiens (Human)"
DB00619,O43519,"Homo sapiens (Human)"
DB00619,P04629,"Homo sapiens (Human)"
DB00619,P07333,"Homo sapiens (Human)"
DB00619,P16234,"Homo sapiens (Human)"
DB00619,Q08345,"Homo sapiens (Human)"
DB00619,P00519,"Homo sapiens (Human)"
DB00619,P09619,"Homo sapiens (Human)"
DB00620,P04150,"Homo sapiens (Human)"
DB00621,P10275,"Homo sapiens (Human)"
DB00622,Q13936,"Homo sapiens (Human)"
DB00622,Q08289,"Homo sapiens (Human)"
DB00622,Q01668,"Homo sapiens (Human)"
DB00622,P54289,"Homo sapiens (Human)"
DB00622,P54750,"Homo sapiens (Human)"
DB00622,Q01064,"Homo sapiens (Human)"
DB00622,P35348,"Homo sapiens (Human)"
DB00622,P35368,"Homo sapiens (Human)"
DB00622,P25100,"Homo sapiens (Human)"
DB00622,P11229,"Homo sapiens (Human)"
DB00622,P08172,"Homo sapiens (Human)"
DB00622,P20309,"Homo sapiens (Human)"
DB00622,P08173,"Homo sapiens (Human)"
DB00622,P08912,"Homo sapiens (Human)"
DB00622,P62158,"Homo sapiens (Human)"
DB00622,P62158,"Homo sapiens (Human)"
DB00622,P62158,"Homo sapiens (Human)"
DB00623,P14416,"Homo sapiens (Human)"
DB00623,P21728,"Homo sapiens (Human)"
DB00623,P62158,"Homo sapiens (Human)"
DB00623,P62158,"Homo sapiens (Human)"
DB00623,P62158,"Homo sapiens (Human)"
DB00624,P10275,"Homo sapiens (Human)"
DB00625,Q72547,"Human immunodeficiency virus 1"
DB00626,P14735,"Homo sapiens (Human)"
DB00626,P01023,"Homo sapiens (Human)"
DB00627,P49019,"Homo sapiens (Human)"
DB00627,Q8TDS4,"Homo sapiens (Human)"
DB00627,Q15274,"Homo sapiens (Human)"
DB00627,P40261,"Homo sapiens (Human)"
DB00628,P14867,"Homo sapiens (Human)"
DB00628,P47869,"Homo sapiens (Human)"
DB00628,P34903,"Homo sapiens (Human)"
DB00628,P48169,"Homo sapiens (Human)"
DB00628,P31644,"Homo sapiens (Human)"
DB00628,Q16445,"Homo sapiens (Human)"
DB00628,P18505,"Homo sapiens (Human)"
DB00628,P47870,"Homo sapiens (Human)"
DB00628,P28472,"Homo sapiens (Human)"
DB00628,O14764,"Homo sapiens (Human)"
DB00628,P78334,"Homo sapiens (Human)"
DB00628,Q8N1C3,"Homo sapiens (Human)"
DB00628,P18507,"Homo sapiens (Human)"
DB00628,Q99928,"Homo sapiens (Human)"
DB00628,O00591,"Homo sapiens (Human)"
DB00628,Q9UN88,"Homo sapiens (Human)"
DB00628,P30536,"Homo sapiens (Human)"
DB00629,P08913,"Homo sapiens (Human)"
DB00629,P18089,"Homo sapiens (Human)"
DB00630,P14324,"Homo sapiens (Human)"
DB00630,P29074,"Homo sapiens (Human)"
DB00630,Q13332,"Homo sapiens (Human)"
DB00630,P23469,"Homo sapiens (Human)"
DB00630,P38606,"Homo sapiens (Human)"
DB00631,P09884,"Homo sapiens (Human)"
DB00631,P23921,"Homo sapiens (Human)"
DB00632,P03200,"Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)"
DB00632,P68344,"Epstein-Barr virus (strain P3HR-1) (HHV-4) (Human herpesvirus 4)"
DB00633,P08913,"Homo sapiens (Human)"
DB00634,P0AC13,"Escherichia coli (strain K12)"
DB00634,P0C002,"Escherichia coli"
DB00634,P53848,"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"
DB00635,P04150,"Homo sapiens (Human)"
DB00635,P28845,"Homo sapiens (Human)"
DB00636,Q07869,"Homo sapiens (Human)"
DB00637,P35367,"Homo sapiens (Human)"
DB00637,Q12809,"Homo sapiens (Human)"
DB00638,Q9F0I5,"Paenibacillus macerans (Bacillus macerans)"
DB00640,P29274,"Homo sapiens (Human)"
DB00640,P29275,"Homo sapiens (Human)"
DB00640,P0DMS8,"Homo sapiens (Human)"
DB00640,P30542,"Homo sapiens (Human)"
DB00641,P04035,"Homo sapiens (Human)"
DB00641,P05107,"Homo sapiens (Human)"
DB00642,P04818,"Homo sapiens (Human)"
DB00642,P31939,"Homo sapiens (Human)"
DB00642,P00374,"Homo sapiens (Human)"
DB00642,P22102,"Homo sapiens (Human)"
DB00643,Q71U36,"Homo sapiens (Human)"
DB00643,P68371,"Homo sapiens (Human)"
DB00644,P30968,"Homo sapiens (Human)"
DB00644,Q96P88,"Homo sapiens (Human)"
DB00645,Q9Y5Y9,"Homo sapiens (Human)"
DB00647,P35372,"Homo sapiens (Human)"
DB00647,P41143,"Homo sapiens (Human)"
DB00647,P41145,"Homo sapiens (Human)"
DB00648,P15538,"Homo sapiens (Human)"
DB00648,P10109,"Homo sapiens (Human)"
DB00649,Q72547,"Human immunodeficiency virus 1"
DB00651,Q07343,"Homo sapiens (Human)"
DB00651,P27815,"Homo sapiens (Human)"
DB00651,Q08493,"Homo sapiens (Human)"
DB00651,Q08499,"Homo sapiens (Human)"
DB00651,P30542,"Homo sapiens (Human)"
DB00651,P29274,"Homo sapiens (Human)"
DB00651,Q13946,"Homo sapiens (Human)"
DB00651,Q9NP56,"Homo sapiens (Human)"
DB00652,P35372,"Homo sapiens (Human)"
DB00652,P41145,"Homo sapiens (Human)"
DB00652,Q99720,"Homo sapiens (Human)"
DB00653,Q06432,"Homo sapiens (Human)"
DB00653,P54289,"Homo sapiens (Human)"
DB00653,Q13936,"Homo sapiens (Human)"
DB00653,Q02641,"Homo sapiens (Human)"
DB00653,Q08289,"Homo sapiens (Human)"
DB00653,Q13698,"Homo sapiens (Human)"
DB00654,P43088,"Homo sapiens (Human)"
DB00655,P03372,"Homo sapiens (Human)"
DB00656,P28223,"Homo sapiens (Human)"
DB00656,P28335,"Homo sapiens (Human)"
DB00656,P31645,"Homo sapiens (Human)"
DB00656,P08908,"Homo sapiens (Human)"
DB00656,P35367,"Homo sapiens (Human)"
DB00656,P35348,"Homo sapiens (Human)"
DB00656,P08913,"Homo sapiens (Human)"
DB00657,Q15822,"Homo sapiens (Human)"
DB00659,P14867,"Homo sapiens (Human)"
DB00659,P47869,"Homo sapiens (Human)"
DB00659,P34903,"Homo sapiens (Human)"
DB00659,P48169,"Homo sapiens (Human)"
DB00659,P31644,"Homo sapiens (Human)"
DB00659,Q16445,"Homo sapiens (Human)"
DB00659,P18505,"Homo sapiens (Human)"
DB00659,P47870,"Homo sapiens (Human)"
DB00659,P28472,"Homo sapiens (Human)"
DB00659,O14764,"Homo sapiens (Human)"
DB00659,P78334,"Homo sapiens (Human)"
DB00659,Q8N1C3,"Homo sapiens (Human)"
DB00659,P18507,"Homo sapiens (Human)"
DB00659,Q99928,"Homo sapiens (Human)"
DB00659,O00591,"Homo sapiens (Human)"
DB00659,Q9UN88,"Homo sapiens (Human)"
DB00659,Q05586,"Homo sapiens (Human)"
DB00659,Q12879,"Homo sapiens (Human)"
DB00659,Q13224,"Homo sapiens (Human)"
DB00659,Q14957,"Homo sapiens (Human)"
DB00659,O15399,"Homo sapiens (Human)"
DB00659,Q8TCU5,"Homo sapiens (Human)"
DB00659,O60391,"Homo sapiens (Human)"
DB00659,P41594,"Homo sapiens (Human)"
DB00661,Q13936,"Homo sapiens (Human)"
DB00661,Q01668,"Homo sapiens (Human)"
DB00661,O60840,"Homo sapiens (Human)"
DB00661,Q13698,"Homo sapiens (Human)"
DB00661,Q02641,"Homo sapiens (Human)"
DB00661,Q08289,"Homo sapiens (Human)"
DB00661,P54284,"Homo sapiens (Human)"
DB00661,O00305,"Homo sapiens (Human)"
DB00661,Q9P0X4,"Homo sapiens (Human)"
DB00661,O43497,"Homo sapiens (Human)"
DB00661,Q00975,"Homo sapiens (Human)"
DB00661,O00555,"Homo sapiens (Human)"
DB00661,Q12809,"Homo sapiens (Human)"
DB00661,Q14524,"Homo sapiens (Human)"
DB00661,Q14654,"Homo sapiens (Human)"
DB00661,P31645,"Homo sapiens (Human)"
DB00663,P04150,"Homo sapiens (Human)"
DB00664,Q27738,"Plasmodium falciparum"
DB00665,P10275,"Homo sapiens (Human)"
DB00666,P30968,"Homo sapiens (Human)"
DB00666,Q96P88,"Homo sapiens (Human)"
DB00668,P35348,"Homo sapiens (Human)"
DB00668,P35368,"Homo sapiens (Human)"
DB00668,P08588,"Homo sapiens (Human)"
DB00668,P07550,"Homo sapiens (Human)"
DB00668,P08913,"Homo sapiens (Human)"
DB00668,P18089,"Homo sapiens (Human)"
DB00668,P25100,"Homo sapiens (Human)"
DB00668,P00439,"Homo sapiens (Human)"
DB00668,P18825,"Homo sapiens (Human)"
DB00668,P13945,"Homo sapiens (Human)"
DB00668,P01375,"Homo sapiens (Human)"
DB00669,P28221,"Homo sapiens (Human)"
DB00669,P28222,"Homo sapiens (Human)"
DB00669,P30939,"Homo sapiens (Human)"
DB00669,P08908,"Homo sapiens (Human)"
DB00670,P11229,"Homo sapiens (Human)"
DB00671,P44469,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)"
DB00672,Q09428,"Homo sapiens (Human)"
DB00673,P25103,"Homo sapiens (Human)"
DB00674,P22303,"Homo sapiens (Human)"
DB00674,P02708,"Homo sapiens (Human)"
DB00674,P11230,"Homo sapiens (Human)"
DB00674,Q07001,"Homo sapiens (Human)"
DB00674,P07510,"Homo sapiens (Human)"
DB00674,Q04844,"Homo sapiens (Human)"
DB00674,Q15822,"Homo sapiens (Human)"
DB00674,P32297,"Homo sapiens (Human)"
DB00674,P43681,"Homo sapiens (Human)"
DB00674,P30532,"Homo sapiens (Human)"
DB00674,Q15825,"Homo sapiens (Human)"
DB00674,P36544,"Homo sapiens (Human)"
DB00674,Q9UGM1,"Homo sapiens (Human)"
